,lat,lon,name,NumberOfProjects,text
495,51.0450381,12.7913791702266,"Schloss Rochlitz Staatliche Schlösser, Burgen und Gärten Sachsen",2.0,"Institute: Schloss Rochlitz Staatliche Schlösser, Burgen und Gärten Sachsen with 2 project(s)"
496,51.0502003,13.7430815,Stadtmuseum Dresden,1.0,Institute: Stadtmuseum Dresden with 1 project(s)
497,51.0507658,12.1282105,Stiftsbibliothek und Stiftsarchiv Torhaus Schloss Moritzburg,2.0,Institute: Stiftsbibliothek und Stiftsarchiv Torhaus Schloss Moritzburg with 2 project(s)
498,51.0555592,13.7788729889664,DZD-Paul-Langerhans-Institut Dresden (PLID) am Universitätsklinikum Carl Gustav Carus der TU Dresden,1.0,Institute: DZD-Paul-Langerhans-Institut Dresden (PLID) am Universitätsklinikum Carl Gustav Carus der TU Dresden with 1 project(s)
499,51.0555592,13.7788729889664,Technische Universität Dresden Medizinische Fakultät Carl Gustav Carus Institut für Immunologie,1.0,Institute: Technische Universität Dresden Medizinische Fakultät Carl Gustav Carus Institut für Immunologie with 1 project(s)
500,51.0555592,13.7788729889664,Technische Universität Dresden Medizinische Fakultät Carl Gustav Carus Institut für Physiologische Chemie,1.0,Institute: Technische Universität Dresden Medizinische Fakultät Carl Gustav Carus Institut für Physiologische Chemie with 1 project(s)
501,51.0555592,13.7788729889664,Technische Universität Dresden Medizinische Fakultät Carl-Gustav-Carus Institut für Anatomie,1.0,Institute: Technische Universität Dresden Medizinische Fakultät Carl-Gustav-Carus Institut für Anatomie with 1 project(s)
502,51.0555592,13.7788729889664,Universitätsklinikum Carl Gustav Carus Dresden,8.0,Institute: Universitätsklinikum Carl Gustav Carus Dresden with 8 project(s)
503,51.0555592,13.7788729889664,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden Klinik und Poliklinik für Nuklearmedizin,1.0,Institute: Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden Klinik und Poliklinik für Nuklearmedizin with 1 project(s)
504,51.0586134,13.7845073989287,Max-Planck-Institut für molekulare Zellbiologie und Genetik (MPI-CBG),7.0,Institute: Max-Planck-Institut für molekulare Zellbiologie und Genetik (MPI-CBG) with 7 project(s)
505,51.05873635,13.6537727713947,Planungsbüro für Bauwerksabbruch,4.0,Institute: Planungsbüro für Bauwerksabbruch with 4 project(s)
506,51.0594472,13.7474453,Sächsisches Staatsarchiv,2.0,Institute: Sächsisches Staatsarchiv with 2 project(s)
507,51.063031099999996,13.950610800000002,Helmholtz-Zentrum Dresden-Rossendorf (HZDR),5.0,Institute: Helmholtz-Zentrum Dresden-Rossendorf (HZDR) with 5 project(s)
508,51.077381200000005,13.750791399999999,Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden,14.0,Institute: Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden with 14 project(s)
509,51.077381200000005,13.750791399999999,Technische Universität Dresden,504.0,Institute: Technische Universität Dresden with 504 project(s)
510,51.077381200000005,13.750791399999999,Technische Universität Dresden Fakultät Bauingenieurwesen Institut für Massivbau,1.0,Institute: Technische Universität Dresden Fakultät Bauingenieurwesen Institut für Massivbau with 1 project(s)
511,51.077381200000005,13.750791399999999,Technische Universität Dresden Institut für Leichtbau und Kunststofftechnik,1.0,Institute: Technische Universität Dresden Institut für Leichtbau und Kunststofftechnik with 1 project(s)
512,51.0867434,13.0257607,Kurt-Schwabe-Institut für Mess- und Sensortechnik e.V. Meinsberg (KSI),1.0,Institute: Kurt-Schwabe-Institut für Mess- und Sensortechnik e.V. Meinsberg (KSI) with 1 project(s)
513,51.0871115,13.7639136,SAW Components Dresden GmbH,1.0,Institute: SAW Components Dresden GmbH with 1 project(s)
514,51.1256027,13.784491699999998,Fraunhofer-Institut für Photonische Mikrosysteme (IPMS),1.0,Institute: Fraunhofer-Institut für Photonische Mikrosysteme (IPMS) with 1 project(s)
515,51.13273485,7.58922050526137,Gesellschaft Wärme Kältetechnik mbH,1.0,Institute: Gesellschaft Wärme Kältetechnik mbH with 1 project(s)
516,51.13323629999999,6.9716337,HALFEN GmbH,1.0,Institute: HALFEN GmbH with 1 project(s)
517,51.153431700000006,14.986788899999999,Senckenberg Museum für Naturkunde Görlitz,1.0,Institute: Senckenberg Museum für Naturkunde Görlitz with 1 project(s)
518,51.155212299999995,11.8024351,Vereinigte Domstifter zu Merseburg und Naumburg und des Kollegiatstifts Zeitz Stiftung öffentlichen Rechts,2.0,Institute: Vereinigte Domstifter zu Merseburg und Naumburg und des Kollegiatstifts Zeitz Stiftung öffentlichen Rechts with 2 project(s)
519,51.16774625,11.1174302674025,Kreisarchiv Sömmerda,1.0,Institute: Kreisarchiv Sömmerda with 1 project(s)
520,51.1836347,6.4286027,SMS Meer GmbH,1.0,Institute: SMS Meer GmbH with 1 project(s)
521,51.1884273,6.794853900000001,Heinrich-Heine-Universität Düsseldorf Universitäts- und Landesbibliothek,4.0,Institute: Heinrich-Heine-Universität Düsseldorf Universitäts- und Landesbibliothek with 4 project(s)
522,51.19502805,7.809475487542441,Nedschroef Plettenberg GmbH,1.0,Institute: Nedschroef Plettenberg GmbH with 1 project(s)
523,51.198598600000004,6.7890685,Medizinische Fakultät/Universitätsklinikum Düsseldorf,1.0,Institute: Medizinische Fakultät/Universitätsklinikum Düsseldorf with 1 project(s)
